Ответы;Филлер/стимул;Вопрос/восклицание;single/pair интерпретация;порядок;2аргумента/1аргумент+1адъюнкт;есть сочинение/нет сочинения;id респонденты;пол;возраст;уровень образования;сфера;предложения;правильность филлера;номер предложения
1;филлер;восклицание;single; - ; - ; - ;id66;Женский;22;Высшее;Менеджмент;filler14.1;неправильная интерпретация;32C
1;филлер;восклицание;single; - ; - ; - ;id67;Мужской;24;Высшее;Строительство;filler14.1;неправильная интерпретация;32C
2;филлер;восклицание;single; - ; - ; - ;id68;Мужской;28;Высшее;Экология;filler14.1;неправильная интерпретация;32C
3;филлер;восклицание;single; - ; - ; - ;id69;Женский;26;Высшее;Экономика;filler14.1;неправильная интерпретация;32C
1;филлер;восклицание;single; - ; - ; - ;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;filler14.1;неправильная интерпретация;32C
5;филлер;восклицание;single; - ; - ; - ;id71;Мужской;21;Среднее профессиональное;Искусство;filler14.1;неправильная интерпретация;32C
1;филлер;восклицание;single; - ; - ; - ;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;filler14.1;неправильная интерпретация;32C
1;филлер;восклицание;single; - ; - ; - ;id73;Женский;30;Высшее;IT;filler14.1;неправильная интерпретация;32C
5;филлер;восклицание;single; - ; - ; - ;id74;Мужской;21;Среднее общее;Учеба;filler14.1;неправильная интерпретация;32C
1;филлер;восклицание;single; - ; - ; - ;id75;Мужской;20;Неоконченное высшее;Экономика;filler14.1;неправильная интерпретация;32C
4;филлер;вопрос;single; - ; - ; - ;id51;Женский;21;Неоконченное высшее;IT;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id52;Женский;20;Неоконченное высшее;IT;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id53;Мужской;20;Неоконченное высшее;IT;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id54;Женский;20;Неоконченное высшее;Психология;filler19.1;правильная интерпретация;2C
4;филлер;вопрос;single; - ; - ; - ;id55;Мужской;23;Неоконченное высшее;IT;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id56;Мужской;20;Среднее общее;Учеба;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id64;Женский;30;Высшее;Экономика;filler19.1;правильная интерпретация;2C
3;филлер;вопрос;single; - ; - ; - ;id65;Женский;24;Высшее;Маркетинг;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id66;Женский;22;Высшее;Менеджмент;filler19.1;правильная интерпретация;2C
1;филлер;вопрос;single; - ; - ; - ;id67;Мужской;24;Высшее;Строительство;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id68;Мужской;28;Высшее;Экология;filler19.1;правильная интерпретация;2C
4;филлер;вопрос;single; - ; - ; - ;id69;Женский;26;Высшее;Экономика;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id71;Мужской;21;Среднее профессиональное;Искусство;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id73;Женский;30;Высшее;IT;filler19.1;правильная интерпретация;2C
4;филлер;вопрос;single; - ; - ; - ;id74;Мужской;21;Среднее общее;Учеба;filler19.1;правильная интерпретация;2C
5;филлер;вопрос;single; - ; - ; - ;id75;Мужской;20;Неоконченное высшее;Экономика;filler19.1;правильная интерпретация;2C
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id51;Женский;21;Неоконченное высшее;IT;sentence32.1; - ;4B
2;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id52;Женский;20;Неоконченное высшее;IT;sentence32.1; - ;4B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id53;Мужской;20;Неоконченное высшее;IT;sentence32.1; - ;4B
2;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id54;Женский;20;Неоконченное высшее;Психология;sentence32.1; - ;4B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id55;Мужской;23;Неоконченное высшее;IT;sentence32.1; - ;4B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id56;Мужской;20;Среднее общее;Учеба;sentence32.1; - ;4B
3;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;sentence32.1; - ;4B
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;sentence32.1; - ;4B
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence32.1; - ;4B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence32.1; - ;4B
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence32.1; - ;4B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence32.1; - ;4B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;sentence32.1; - ;4B
3;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id64;Женский;30;Высшее;Экономика;sentence32.1; - ;4B
3;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id65;Женский;24;Высшее;Маркетинг;sentence32.1; - ;4B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id66;Женский;22;Высшее;Менеджмент;sentence32.1; - ;4B
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id67;Мужской;24;Высшее;Строительство;sentence32.1; - ;4B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id68;Мужской;28;Высшее;Экология;sentence32.1; - ;4B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id69;Женский;26;Высшее;Экономика;sentence32.1; - ;4B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;sentence32.1; - ;4B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id71;Мужской;21;Среднее профессиональное;Искусство;sentence32.1; - ;4B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;sentence32.1; - ;4B
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id73;Женский;30;Высшее;IT;sentence32.1; - ;4B
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id74;Мужской;21;Среднее общее;Учеба;sentence32.1; - ;4B
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;coord;id75;Мужской;20;Неоконченное высшее;Экономика;sentence32.1; - ;4B
1;филлер;восклицание;pair; - ; - ; - ;id76;Мужской;20;Основное общее;IT;filler22.2;правильная интерпретация;17C
2;филлер;восклицание;pair; - ; - ; - ;id77;Женский;21;Неоконченное высшее;Иностранные языки;filler22.2;правильная интерпретация;17C
4;филлер;восклицание;pair; - ; - ; - ;id78;Мужской;20;Неоконченное высшее;Маркетинг;filler22.2;правильная интерпретация;17C
2;филлер;восклицание;pair; - ; - ; - ;id79;Женский;22;Высшее;Иностранные языки;filler22.2;правильная интерпретация;17C
4;филлер;восклицание;pair; - ; - ; - ;id80;Мужской;20;Неоконченное высшее;Учеба;filler22.2;правильная интерпретация;17C
1;филлер;восклицание;pair; - ; - ; - ;id81;Женский;25;Высшее;Консалтинг;filler22.2;правильная интерпретация;17C
1;филлер;восклицание;pair; - ; - ; - ;id82;Женский;24;Высшее;Дизайн;filler22.2;правильная интерпретация;17C
1;филлер;восклицание;pair; - ; - ; - ;id83;Мужской;25;Неоконченное высшее;IT;filler22.2;правильная интерпретация;17C
1;филлер;восклицание;pair; - ; - ; - ;id84;Мужской;21;Неоконченное высшее;Инженерное дело;filler22.2;правильная интерпретация;17C
1;филлер;восклицание;pair; - ; - ; - ;id85;Мужской;24;Высшее;IT;filler22.2;правильная интерпретация;17C
3;филлер;восклицание;pair; - ; - ; - ;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;filler22.2;правильная интерпретация;17C
3;филлер;восклицание;pair; - ; - ; - ;id87;Женский;21;Среднее профессиональное;Легкая промышленость;filler22.2;правильная интерпретация;17C
1;филлер;восклицание;pair; - ; - ; - ;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;filler22.2;правильная интерпретация;17C
4;филлер;восклицание;pair; - ; - ; - ;id89;Мужской;25;Среднее профессиональное;Инженерное дело;filler22.2;правильная интерпретация;17C
4;филлер;восклицание;pair; - ; - ; - ;id90;Женский;21;Среднее общее;Менеджмент;filler22.2;правильная интерпретация;17C
5;филлер;восклицание;pair; - ; - ; - ;id91;Мужской;25;Высшее;Преподавание;filler22.2;правильная интерпретация;17C
1;филлер;восклицание;pair; - ; - ; - ;id92;Мужской;20;Неоконченное среднее профессиональное;IT;filler22.2;правильная интерпретация;17C
2;филлер;восклицание;pair; - ; - ; - ;id93;Мужской;20;Неоконченное высшее;Медицина;filler22.2;правильная интерпретация;17C
4;филлер;восклицание;pair; - ; - ; - ;id94;Женский;29;Неоконченное высшее;Менеджмент;filler22.2;правильная интерпретация;17C
1;филлер;восклицание;pair; - ; - ; - ;id95;Женский;20;Среднее общее;Юриспруденция;filler22.2;правильная интерпретация;17C
5;филлер;восклицание;pair; - ; - ; - ;id96;Мужской;20;Среднее профессиональное;Юриспруденция;filler22.2;правильная интерпретация;17C
2;филлер;восклицание;pair; - ; - ; - ;id97;Мужской;20;Неоконченное высшее;Журналистика;filler22.2;правильная интерпретация;17C
5;филлер;восклицание;pair; - ; - ; - ;id98;Женский;20;Высшее;Экономика;filler22.2;правильная интерпретация;17C
4;филлер;восклицание;pair; - ; - ; - ;id99;Мужской;27;Высшее;Логистика;filler22.2;правильная интерпретация;17C
2;филлер;восклицание;pair; - ; - ; - ;id100;Мужской;20;Неоконченное высшее;Маркетинг;filler22.2;правильная интерпретация;17C
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id76;Мужской;20;Основное общее;IT;sentence25.2; - ;2B
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence25.2; - ;2B
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence25.2; - ;2B
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id79;Женский;22;Высшее;Иностранные языки;sentence25.2; - ;2B
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id80;Мужской;20;Неоконченное высшее;Учеба;sentence25.2; - ;2B
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id81;Женский;25;Высшее;Консалтинг;sentence25.2; - ;2B
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id82;Женский;24;Высшее;Дизайн;sentence25.2; - ;2B
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id83;Мужской;25;Неоконченное высшее;IT;sentence25.2; - ;2B
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence25.2; - ;2B
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id85;Мужской;24;Высшее;IT;sentence25.2; - ;2B
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence25.2; - ;2B
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence25.2; - ;2B
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence25.2; - ;2B
3;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence25.2; - ;2B
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id90;Женский;21;Среднее общее;Менеджмент;sentence25.2; - ;2B
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id91;Мужской;25;Высшее;Преподавание;sentence25.2; - ;2B
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence25.2; - ;2B
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id93;Мужской;20;Неоконченное высшее;Медицина;sentence25.2; - ;2B
3;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence25.2; - ;2B
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id95;Женский;20;Среднее общее;Юриспруденция;sentence25.2; - ;2B
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence25.2; - ;2B
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence25.2; - ;2B
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id98;Женский;20;Высшее;Экономика;sentence25.2; - ;2B
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id99;Мужской;27;Высшее;Логистика;sentence25.2; - ;2B
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence25.2; - ;2B
1;филлер;восклицание;pair; - ; - ; - ;id76;Мужской;20;Основное общее;IT;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id77;Женский;21;Неоконченное высшее;Иностранные языки;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id78;Мужской;20;Неоконченное высшее;Маркетинг;filler31.2;неправильная интерпретация;25C
5;филлер;восклицание;pair; - ; - ; - ;id79;Женский;22;Высшее;Иностранные языки;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id80;Мужской;20;Неоконченное высшее;Учеба;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id81;Женский;25;Высшее;Консалтинг;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id82;Женский;24;Высшее;Дизайн;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id83;Мужской;25;Неоконченное высшее;IT;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id84;Мужской;21;Неоконченное высшее;Инженерное дело;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id85;Мужской;24;Высшее;IT;filler31.2;неправильная интерпретация;25C
2;филлер;восклицание;pair; - ; - ; - ;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id87;Женский;21;Среднее профессиональное;Легкая промышленость;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;filler31.2;неправильная интерпретация;25C
3;филлер;восклицание;pair; - ; - ; - ;id89;Мужской;25;Среднее профессиональное;Инженерное дело;filler31.2;неправильная интерпретация;25C
5;филлер;восклицание;pair; - ; - ; - ;id90;Женский;21;Среднее общее;Менеджмент;filler31.2;неправильная интерпретация;25C
5;филлер;восклицание;pair; - ; - ; - ;id91;Мужской;25;Высшее;Преподавание;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id92;Мужской;20;Неоконченное среднее профессиональное;IT;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id93;Мужской;20;Неоконченное высшее;Медицина;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id94;Женский;29;Неоконченное высшее;Менеджмент;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id95;Женский;20;Среднее общее;Юриспруденция;filler31.2;неправильная интерпретация;25C
5;филлер;восклицание;pair; - ; - ; - ;id96;Мужской;20;Среднее профессиональное;Юриспруденция;filler31.2;неправильная интерпретация;25C
4;филлер;восклицание;pair; - ; - ; - ;id97;Мужской;20;Неоконченное высшее;Журналистика;filler31.2;неправильная интерпретация;25C
3;филлер;восклицание;pair; - ; - ; - ;id98;Женский;20;Высшее;Экономика;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id99;Мужской;27;Высшее;Логистика;filler31.2;неправильная интерпретация;25C
1;филлер;восклицание;pair; - ; - ; - ;id100;Мужской;20;Неоконченное высшее;Маркетинг;filler31.2;неправильная интерпретация;25C
2;филлер;вопрос;pair; - ; - ; - ;id76;Мужской;20;Основное общее;IT;filler10.2;неправильная интерпретация;15C
2;филлер;вопрос;pair; - ; - ; - ;id77;Женский;21;Неоконченное высшее;Иностранные языки;filler10.2;неправильная интерпретация;15C
5;филлер;вопрос;pair; - ; - ; - ;id78;Мужской;20;Неоконченное высшее;Маркетинг;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id79;Женский;22;Высшее;Иностранные языки;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id80;Мужской;20;Неоконченное высшее;Учеба;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id81;Женский;25;Высшее;Консалтинг;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id82;Женский;24;Высшее;Дизайн;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id83;Мужской;25;Неоконченное высшее;IT;filler10.2;неправильная интерпретация;15C
4;филлер;вопрос;pair; - ; - ; - ;id84;Мужской;21;Неоконченное высшее;Инженерное дело;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id85;Мужской;24;Высшее;IT;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id87;Женский;21;Среднее профессиональное;Легкая промышленость;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;filler10.2;неправильная интерпретация;15C
3;филлер;вопрос;pair; - ; - ; - ;id89;Мужской;25;Среднее профессиональное;Инженерное дело;filler10.2;неправильная интерпретация;15C
4;филлер;вопрос;pair; - ; - ; - ;id90;Женский;21;Среднее общее;Менеджмент;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id91;Мужской;25;Высшее;Преподавание;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id92;Мужской;20;Неоконченное среднее профессиональное;IT;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id93;Мужской;20;Неоконченное высшее;Медицина;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id94;Женский;29;Неоконченное высшее;Менеджмент;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id95;Женский;20;Среднее общее;Юриспруденция;filler10.2;неправильная интерпретация;15C
5;филлер;вопрос;pair; - ; - ; - ;id96;Мужской;20;Среднее профессиональное;Юриспруденция;filler10.2;неправильная интерпретация;15C
3;филлер;вопрос;pair; - ; - ; - ;id97;Мужской;20;Неоконченное высшее;Журналистика;filler10.2;неправильная интерпретация;15C
5;филлер;вопрос;pair; - ; - ; - ;id98;Женский;20;Высшее;Экономика;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id99;Мужской;27;Высшее;Логистика;filler10.2;неправильная интерпретация;15C
1;филлер;вопрос;pair; - ; - ; - ;id100;Мужской;20;Неоконченное высшее;Маркетинг;filler10.2;неправильная интерпретация;15C
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id76;Мужской;20;Основное общее;IT;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence24.2; - ;10B
2;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id79;Женский;22;Высшее;Иностранные языки;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id80;Мужской;20;Неоконченное высшее;Учеба;sentence24.2; - ;10B
1;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id81;Женский;25;Высшее;Консалтинг;sentence24.2; - ;10B
1;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id82;Женский;24;Высшее;Дизайн;sentence24.2; - ;10B
4;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id83;Мужской;25;Неоконченное высшее;IT;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence24.2; - ;10B
1;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id85;Мужской;24;Высшее;IT;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id90;Женский;21;Среднее общее;Менеджмент;sentence24.2; - ;10B
1;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id91;Мужской;25;Высшее;Преподавание;sentence24.2; - ;10B
4;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id93;Мужской;20;Неоконченное высшее;Медицина;sentence24.2; - ;10B
1;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence24.2; - ;10B
3;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id95;Женский;20;Среднее общее;Юриспруденция;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id98;Женский;20;Высшее;Экономика;sentence24.2; - ;10B
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id99;Мужской;27;Высшее;Логистика;sentence24.2; - ;10B
2;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;coord;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence24.2; - ;10B
5;филлер;восклицание;pair; - ; - ; - ;id76;Мужской;20;Основное общее;IT;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id77;Женский;21;Неоконченное высшее;Иностранные языки;filler3.2;неправильная интерпретация;29C
1;филлер;восклицание;pair; - ; - ; - ;id78;Мужской;20;Неоконченное высшее;Маркетинг;filler3.2;неправильная интерпретация;29C
4;филлер;восклицание;pair; - ; - ; - ;id79;Женский;22;Высшее;Иностранные языки;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id80;Мужской;20;Неоконченное высшее;Учеба;filler3.2;неправильная интерпретация;29C
1;филлер;восклицание;pair; - ; - ; - ;id81;Женский;25;Высшее;Консалтинг;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id82;Женский;24;Высшее;Дизайн;filler3.2;неправильная интерпретация;29C
4;филлер;восклицание;pair; - ; - ; - ;id83;Мужской;25;Неоконченное высшее;IT;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id84;Мужской;21;Неоконченное высшее;Инженерное дело;filler3.2;неправильная интерпретация;29C
1;филлер;восклицание;pair; - ; - ; - ;id85;Мужской;24;Высшее;IT;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;filler3.2;неправильная интерпретация;29C
4;филлер;восклицание;pair; - ; - ; - ;id87;Женский;21;Среднее профессиональное;Легкая промышленость;filler3.2;неправильная интерпретация;29C
1;филлер;восклицание;pair; - ; - ; - ;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;filler3.2;неправильная интерпретация;29C
3;филлер;восклицание;pair; - ; - ; - ;id89;Мужской;25;Среднее профессиональное;Инженерное дело;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id90;Женский;21;Среднее общее;Менеджмент;filler3.2;неправильная интерпретация;29C
1;филлер;восклицание;pair; - ; - ; - ;id91;Мужской;25;Высшее;Преподавание;filler3.2;неправильная интерпретация;29C
